why,interesting,linkedinExperienceTitle,linkedinSearchResultUri,linkedInProfileUri,linkedInSearchQueryString
,,iOS Engineer / Mobile Engineer (UX Engineer),https://www.linkedin.com/in/clpope/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9kWl95vHTJK3guxoE9zOlw%3D%3D,https://www.linkedin.com/in/clpope/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9kWl95vHTJK3guxoE9zOlw%3D%3D
,,UX Engineer,https://www.linkedin.com/in/matthew-tait-4b651593/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9%2BUDkSeBRcykbDHxkSUjFA%3D%3D,https://www.linkedin.com/in/matthew-tait-4b651593/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9%2BUDkSeBRcykbDHxkSUjFA%3D%3D
UX Engineer during 20% time,x,Test Engineer @ Google Hardware,https://www.linkedin.com/in/yating-gao-40729086/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=FKEPScZVSI2Yicxrc%2Fr%2B5A%3D%3D,https://www.linkedin.com/in/yating-gao-40729086/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=FKEPScZVSI2Yicxrc%2Fr%2B5A%3D%3D
montage js framework,x ,Senior UX Engineer,https://www.linkedin.com/in/jonathan-reid-a5a2819/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=rvtZOJWvQeKLIyLTpkzrpQ%3D%3D,https://www.linkedin.com/in/jonathan-reid-a5a2819/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=rvtZOJWvQeKLIyLTpkzrpQ%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/stevepaulo/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=BRH4v%2BmESOa3r0YGpF1Y5A%3D%3D,https://www.linkedin.com/in/stevepaulo/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=BRH4v%2BmESOa3r0YGpF1Y5A%3D%3D
VR Stories,x,UX Engineer,https://www.linkedin.com/in/josiahlarson/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=va6S49DmRQ2Bbg0mOIk1ww%3D%3D,https://www.linkedin.com/in/josiahlarson/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=va6S49DmRQ2Bbg0mOIk1ww%3D%3D
has an open source project,x,"Web Developer, UX Engineer",https://www.linkedin.com/in/erwin-mombay-50587a68/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=V%2FbpgOyLS6a3W3rWxoYjEQ%3D%3D,https://www.linkedin.com/in/erwin-mombay-50587a68/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=V%2FbpgOyLS6a3W3rWxoYjEQ%3D%3D
is in Sunnyvale,x,UX Engineer,https://www.linkedin.com/in/colinsharp1/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=7VqEWN5GSJic24z6HSD2og%3D%3D,https://www.linkedin.com/in/colinsharp1/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BYBvADlDuQh%2BrLiONuciBZg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=7VqEWN5GSJic24z6HSD2og%3D%3D
,,UX Engineer,https://www.linkedin.com/in/noelle-jung-59298162/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=UNM7uqBpTo6KQMAdiCFugg%3D%3D,https://www.linkedin.com/in/noelle-jung-59298162/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=UNM7uqBpTo6KQMAdiCFugg%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/boaye/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=f%2F%2FKD42ZRlapJxmN%2FGI6WQ%3D%3D,https://www.linkedin.com/in/boaye/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=f%2F%2FKD42ZRlapJxmN%2FGI6WQ%3D%3D
area 120,x,UX / Front-end Lead and Co-founder @ Area 120,https://www.linkedin.com/in/eric-guzman-b3230513/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=eC%2BPRS5sRSKAL23l0CB8nQ%3D%3D,https://www.linkedin.com/in/eric-guzman-b3230513/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=eC%2BPRS5sRSKAL23l0CB8nQ%3D%3D
,,Developer - Creative Innovation,https://www.linkedin.com/in/usama-inam-73826072/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=6qd33lpQTR6ImKfT4yvFvw%3D%3D,https://www.linkedin.com/in/usama-inam-73826072/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=6qd33lpQTR6ImKfT4yvFvw%3D%3D
mentions history of UXE in experience,x,Software Engineer,https://www.linkedin.com/in/maeganclawges/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=8ejWrNZtQ2SRnM%2FGjK7Ycw%3D%3D,https://www.linkedin.com/in/maeganclawges/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=8ejWrNZtQ2SRnM%2FGjK7Ycw%3D%3D
,,Solutions Engineer,https://www.linkedin.com/in/aseemagarwal/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=3hFd9IanRvuaZMIuzyeYpA%3D%3D,https://www.linkedin.com/in/aseemagarwal/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=3hFd9IanRvuaZMIuzyeYpA%3D%3D
,,"UX Engineer, Design (IoT)",https://www.linkedin.com/in/dingxu/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=484BO3pfRpChXGWQSMsFfg%3D%3D,https://www.linkedin.com/in/dingxu/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=484BO3pfRpChXGWQSMsFfg%3D%3D
works with interviewing.io,x,UX Engineer,https://www.linkedin.com/in/rahulchoudhury/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=d2UcxaIdSj2vBsf2V40ohg%3D%3D,https://www.linkedin.com/in/rahulchoudhury/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=d2UcxaIdSj2vBsf2V40ohg%3D%3D
in Sunnyvale,x,UX Engineer,https://www.linkedin.com/in/chrisxnelson/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=X%2BBLcV%2BDRTWarAc2JcaCSw%3D%3D,https://www.linkedin.com/in/chrisxnelson/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=X%2BBLcV%2BDRTWarAc2JcaCSw%3D%3D
,,"UX Engineer, Design",https://www.linkedin.com/in/brentonsimpson/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=PxZaTDkOTAWqvqwthtwm3g%3D%3D,https://www.linkedin.com/in/brentonsimpson/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B%2FZ3eAx6vSEu7Uxv1dRdRyQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=PxZaTDkOTAWqvqwthtwm3g%3D%3D
,,Associate Product Manager,https://www.linkedin.com/in/shunyaoli/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=hBo5K%2BPaThi4q6VudqrVjw%3D%3D,https://www.linkedin.com/in/shunyaoli/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=hBo5K%2BPaThi4q6VudqrVjw%3D%3D
datavis,x,"UX Engineer, Daydream",https://www.linkedin.com/in/patrickgunderson/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Jm8KNCn%2FQJuO%2BWCu%2B4dt3g%3D%3D,https://www.linkedin.com/in/patrickgunderson/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Jm8KNCn%2FQJuO%2BWCu%2B4dt3g%3D%3D
project soli,x,Senior UX Engineer,https://www.linkedin.com/in/eiji-hayashi-254701b6/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=kcxaLcQMSmqwSmdMq1DYlw%3D%3D,https://www.linkedin.com/in/eiji-hayashi-254701b6/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=kcxaLcQMSmqwSmdMq1DYlw%3D%3D
"code for linkedin banner, area 120",x,Senior Software Engineer,https://www.linkedin.com/in/andy-poes-a078262/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=3al5mbt6REmNDSKpV%2FmC8Q%3D%3D,https://www.linkedin.com/in/andy-poes-a078262/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=3al5mbt6REmNDSKpV%2FmC8Q%3D%3D
,,UX Designer,https://www.linkedin.com/in/mediamichael/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=1yb2UfuYSoGj9DWrS%2FxJCw%3D%3D,https://www.linkedin.com/in/mediamichael/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=1yb2UfuYSoGj9DWrS%2FxJCw%3D%3D
he is hiring for Google Assistant projects,x,UX Engineering,https://www.linkedin.com/in/yuchang/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9JXS4BrWQ162Ax2YO2vYdA%3D%3D,https://www.linkedin.com/in/yuchang/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9JXS4BrWQ162Ax2YO2vYdA%3D%3D
ar prototypes,x,Senior UX Engineer,https://www.linkedin.com/in/marshallworks/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=TzcaqVZNRFCIYAv2ttXP2w%3D%3D,https://www.linkedin.com/in/marshallworks/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=TzcaqVZNRFCIYAv2ttXP2w%3D%3D
"Cloud AI, in Sunnyvale",x,Interaction Designer,https://www.linkedin.com/in/kaiwei-wang/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=aSUtI4fXSDqYn9pDT1H2pQ%3D%3D,https://www.linkedin.com/in/kaiwei-wang/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BPJANk3VkTvmT8l2vKsq60g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=aSUtI4fXSDqYn9pDT1H2pQ%3D%3D
,,"Lead, Search and Assistant UX Engineering",https://www.linkedin.com/in/mindy-dellicarpini-7297701/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=E3M7rlp8RaunAVfNus9NfA%3D%3D,https://www.linkedin.com/in/mindy-dellicarpini-7297701/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=E3M7rlp8RaunAVfNus9NfA%3D%3D
,,UX Engineer (Fuchsia OS),https://www.linkedin.com/in/david-yang-b4134311/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9mHME5qFRNWahYuChLQ6Pw%3D%3D,https://www.linkedin.com/in/david-yang-b4134311/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=9mHME5qFRNWahYuChLQ6Pw%3D%3D
"AR, datavis",x,VR/AR/UI/UX Engineeing & Product Design,https://www.linkedin.com/in/shiblee/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=QWzCflh%2FT%2FCNDgWjzUqSYQ%3D%3D,https://www.linkedin.com/in/shiblee/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=QWzCflh%2FT%2FCNDgWjzUqSYQ%3D%3D
,,Product Manager,https://www.linkedin.com/in/chris-conover-xyz/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=hB45NspDQpiPBbBS8w%2Fxvw%3D%3D,https://www.linkedin.com/in/chris-conover-xyz/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=hB45NspDQpiPBbBS8w%2Fxvw%3D%3D
,,Frontend Developer,https://www.linkedin.com/in/juyoungp88/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=VIz5FuhBQm65Vd3Z936eaw%3D%3D,https://www.linkedin.com/in/juyoungp88/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=VIz5FuhBQm65Vd3Z936eaw%3D%3D
,,Developer Advocate,https://www.linkedin.com/in/kennethford93/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=aDpz1%2BcZRteJAPHac5Yvqw%3D%3D,https://www.linkedin.com/in/kennethford93/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=aDpz1%2BcZRteJAPHac5Yvqw%3D%3D
,,Interaction Designer,https://www.linkedin.com/in/websiddu/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=KNnDhxyWQpW1jLRmQjJ4SA%3D%3D,https://www.linkedin.com/in/websiddu/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=KNnDhxyWQpW1jLRmQjJ4SA%3D%3D
,,Software Engineer,https://www.linkedin.com/in/rabbe/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=qEd7LMz%2BSpSztXlQQsZXog%3D%3D,https://www.linkedin.com/in/rabbe/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=qEd7LMz%2BSpSztXlQQsZXog%3D%3D
,,UX Lead,https://www.linkedin.com/in/malhargupta/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=L820l4Y4QvS3ysqgBTlA%2BQ%3D%3D,https://www.linkedin.com/in/malhargupta/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=L820l4Y4QvS3ysqgBTlA%2BQ%3D%3D
flaming polymath,x,Lead Horology Designer,https://www.linkedin.com/in/johnnyangelo/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=6CHvt%2Bv7TZqraPY1XYBlfA%3D%3D,https://www.linkedin.com/in/johnnyangelo/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B0q3l%2FT2PT0%2B%2Bbm9ccljDAw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=6CHvt%2Bv7TZqraPY1XYBlfA%3D%3D
,,"Program Manager, Social Media Manager",https://www.linkedin.com/in/jasmine-rogers-a106151/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BJSnm0NdgT6KOky9p%2BL4sqA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=riIV7JmeRku4hrYncXGVjA%3D%3D,https://www.linkedin.com/in/jasmine-rogers-a106151/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BJSnm0NdgT6KOky9p%2BL4sqA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=riIV7JmeRku4hrYncXGVjA%3D%3D
,,User Experience Research Lead,https://www.linkedin.com/in/swalter24/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BJSnm0NdgT6KOky9p%2BL4sqA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=%2FQ8qd2vaTzCLoSEDN2JZqQ%3D%3D,https://www.linkedin.com/in/swalter24/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BJSnm0NdgT6KOky9p%2BL4sqA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=%2FQ8qd2vaTzCLoSEDN2JZqQ%3D%3D
,,Techical Recruiter,https://www.linkedin.com/in/seanmichetti/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BJSnm0NdgT6KOky9p%2BL4sqA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=O0p0RoaBSwWBmx0Z7O4xFg%3D%3D,https://www.linkedin.com/in/seanmichetti/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BJSnm0NdgT6KOky9p%2BL4sqA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=O0p0RoaBSwWBmx0Z7O4xFg%3D%3D